time,temperature,power,door_open
824,-2.116435052,0.239059805,0
825,-1.961573182,0.397282985,0
826,-2.172676428,0.269641799,0
827,-1.992458632,0.374003078,0
828,-2.143762529,0.308561907,0
829,-1.93299549,0.377383562,0
830,-2.030803808,0.338525404,0
831,-2.219950377,0.307408378,0
832,-2.037286688,0.325927349,0
833,-2.016694814,0.313637248,0
834,-1.802907405,0.365038139,0
835,-2.04827117,0.302667355,0
836,-1.917872058,0.312792336,0
837,-1.785108375,0.336201601,0
838,-1.755606366,0.435679093,0
839,-2.119000507,0.440364693,0
840,-2.212509833,0.350535922,0
841,-2.100591139,0.167854362,0
842,-1.972017282,0.286974592,0
843,-1.581288481,0.355593838,0
844,-1.878730948,0.305409197,0
845,-1.841995404,0.661571684,0
846,-2.218626425,0.395097914,0
847,-2.214213308,0.464688026,0
848,-2.383826634,0.362074084,0
849,-2.1214202,0.18689261,0
850,-2.191905273,0.344728187,0
851,-2.117338412,0.282573963,0
852,-1.930225955,0.2258448,0
853,-1.94519266,0.270407888,0
854,-1.732997713,0.438300814,0
855,-1.941123005,0.469870066,1
856,-1.001971906,0.670065665,1
857,-0.306029464,0.71234056,1
858,0.260985133,0.736748376,1
859,0.683413758,1.011277377,1
860,0.987593706,0.891749995,1
861,1.110301954,0.784748425,1
862,1.751967088,1.109537101,1
863,1.7096788,1.062701892,1
864,1.876895173,1.229378213,1
865,1.583623735,1.066428272,1
866,1.784252707,0.898527091,1
867,1.920934263,1.187737909,1
868,1.856691227,1.097460614,1
869,1.815127252,1.146194485,1
870,1.930578944,1.310644246,1
871,1.644211066,0.907436554,1
872,1.901786533,1.296862247,1
873,1.914669793,1.145345787,1
874,1.87010719,1.022319818,1
875,1.802734171,1.188663561,0
876,1.136101624,0.919574859,0
877,0.427143113,0.666855817,0
878,0.085971636,0.562555014,0
879,-0.200533132,0.751324057,0
880,-0.569255702,0.50351101,0
881,-0.696487919,0.585610177,0
882,-1.199763486,0.583419652,0
883,-1.298654292,0.481431829,0
884,-1.22121563,0.645441783,0
885,-1.760142676,0.405072345,0
886,-1.800014437,0.341968402,0
887,-1.778755213,0.377703031,0
888,-1.728073302,0.461246423,0
889,-1.829226985,0.399344656,0
890,-2.157889985,0.315637165,0
891,-2.042644788,0.299970875,0
892,-2.067609512,0.469758631,0
893,-2.257302953,0.264310953,0
894,-1.970875904,0.273698312,0
895,-1.960678564,0.324457992,0
896,-1.957272018,0.519818456,0
897,-2.156769695,0.323376511,0
898,-2.119365243,0.173826938,0
899,-1.729724975,0.404262507,0
900,-2.058126767,0.439444018,0
901,-2.110721795,0.137273853,0
902,-1.849096601,0.5065737,0
903,-1.93435958,0.453848571,0
904,-2.116248432,0.344960292,0
905,-1.9674574,0.423067449,0
906,-1.979143363,0.375611929,0
907,-1.997786202,0.342287908,0
908,-2.02919502,0.311030132,0
909,-2.03735749,0.263825228,0
910,-2.200386575,0.472920909,0
911,-2.097681909,0.27635894,0
912,-2.235056245,0.434131464,0
913,-2.170115263,0.320488248,0
914,-2.074382996,0.501954507,0
915,-2.344345199,0.050435184,0
916,-1.923680865,0.448648949,0
917,-2.087381065,0.031873916,0
918,-1.694028328,0.411880454,0
919,-1.866735844,0.35931781,0
920,-2.019125048,0.449306901,0
921,-1.954593121,0.342741484,0
922,-1.991143708,0.371638555,0
923,-2.001690464,0.454460569,0
924,-2.078227616,0.129431285,0
925,-1.806339317,0.263064124,0
926,-1.869619503,0.322832333,0
927,-1.823368863,0.422740027,0
928,-1.882214992,0.394874628,0
929,-2.016899302,0.380451694,0
930,-1.961494543,0.524004987,0
931,-2.137924208,0.523337014,0
932,-2.260818328,0.385586841,0
933,-2.349319884,0.369287555,0
934,-2.218420498,0.31351442,0
935,-2.284440329,0.234790805,0
936,-2.359457499,0.35321846,0
937,-2.139010654,0.403937579,0
938,-2.350877985,0.246315273,0
939,-1.989546656,0.307062485,0
940,-1.942686588,0.30488455,0
941,-1.977708219,0.448341529,0
942,-2.098177352,0.390381217,0
943,-2.179473262,0.33523765,0
944,-2.230064925,0.32036406,0
945,-2.086668873,0.439645464,0
946,-2.105799313,0.382578157,0
947,-2.312901417,0.208941244,0
948,-2.164994533,0.284209288,0
949,-2.153697054,0.391836124,0
950,-2.104892285,0.394142544,0
951,-1.989422513,0.36646189,0
952,-2.143335768,0.154875521,0
953,-2.001235063,0.281672277,0
954,-1.768244853,0.355023549,0
955,-2.019338122,0.365965081,0
956,-1.879398358,0.384226413,0
957,-2.046007662,0.501844365,0
958,-2.132628526,0.261493817,0
959,-2.051838544,0.44077708,0
960,-2.224791461,0.512864704,0
961,-2.265371668,0.169602349,0
962,-2.111534803,0.40677919,0
963,-2.211584399,0.410332861,0
964,-2.392519971,0.176873944,0
965,-2.074347616,0.362341541,0
966,-1.945589517,0.506169873,0
967,-2.30680403,0.291060625,0
968,-2.155266766,0.413432647,0
969,-2.262192661,0.260717833,0
970,-2.105492253,0.269710738,0
971,-1.971631201,0.322555425,0
972,-1.928363738,0.374533232,0
973,-2.045038544,0.216731597,0
974,-1.911456901,0.155863556,0
975,-1.881279378,0.31536004,0
976,-1.793314312,0.344104814,0
977,-1.711106608,0.312460729,0
978,-1.826555528,0.045458895,0
979,-1.389729765,0.481701961,0
980,-1.558957248,0.395437625,0
981,-1.716642235,0.399464251,0
982,-1.5764601,0.369954177,0
983,-1.673372325,0.334795696,0
984,-1.727769242,0.580094016,0
985,-1.841232429,0.276200385,0
986,-1.990842239,0.414132572,0
987,-2.093953442,0.572444086,0
988,-2.112909027,0.47797489,0
989,-2.193295125,0.316684219,0
990,-2.237024352,0.323160797,0
991,-2.324606278,0.238124109,0
992,-1.982287125,0.234904375,0
993,-2.001053411,0.456311789,0
994,-2.152201715,0.390206818,0
995,-2.188358827,0.332760094,0
996,-2.238927622,0.453401006,0
997,-2.17551424,0.271393749,0
998,-2.513742125,0.344609255,0
999,-2.094329262,0.320881199,0
1000,-2.239654521,0.491109466,0
1001,-2.287944878,0.333670866,0
1002,-2.139877109,0.432401979,0
1003,-2.220565575,0.200442303,0
1004,-2.083917599,0.523922064,0
1005,-2.391418808,0.319528738,0
1006,-2.503711012,0.411430595,0
1007,-2.396401021,0.312733958,0
1008,-2.237186758,0.263962312,0
1009,-2.232432145,0.293237302,0
1010,-2.366127834,0.258937323,0
1011,-2.201846157,0.42234622,0
1012,-2.213897805,0.303192357,0
1013,-1.984268485,0.188990908,0
1014,-1.876881082,0.353203095,0
1015,-1.905329019,0.629001383,0
1016,-2.147899948,0.361758513,0
1017,-2.256004927,0.283248584,0
1018,-2.165713132,0.354569003,0
1019,-2.131393901,0.210104734,0
1020,-2.10609831,0.254088704,0
1021,-1.948885169,0.245162403,0
1022,-1.762028848,0.162710488,0
1023,-1.625969066,0.332954279,0
1024,-1.64474952,0.515184887,0
1025,-1.70348773,0.318125605,0
1026,-1.672067669,0.277884609,0
1027,-1.764319186,0.300001931,0
1028,-1.914863401,0.251912306,0
1029,-1.767534348,0.430378547,0
1030,-1.640663213,0.383284207,0
1031,-1.78715195,0.398865545,0
1032,-1.769770561,0.366774678,0
1033,-1.77788175,0.302226884,0
1034,-1.786007477,0.44809489,0
1035,-1.969716012,0.28360829,0
1036,-1.83459668,0.230641149,0
1037,-1.811548544,0.444674723,0
1038,-1.817830619,0.350459418,0
1039,-1.752383044,0.423812373,0
1040,-2.010938734,0.300809822,0
1041,-1.689136278,0.50356121,0
1042,-2.010701163,0.19831868,0
1043,-1.938060951,0.283581006,0
1044,-1.800955486,0.468671836,0
1045,-1.866529008,0.547966692,0
1046,-2.06632549,0.334543778,0
1047,-2.16531962,0.258301385,0
1048,-2.134802805,0.392780409,0
1049,-2.204268052,0.166956026,0
1050,-1.918909776,0.308719261,0
1051,-1.835449001,0.286197493,0
1052,-1.766345387,0.445078095,0
1053,-2.023274098,0.276302037,0
1054,-1.739072301,0.404664806,0
1055,-1.893054862,0.421668725,0
1056,-1.838212575,0.295263596,0
1057,-1.826310351,0.238146497,0
1058,-1.624857873,0.5226666,0
1059,-1.980824316,0.206998441,0
1060,-1.85170901,0.302306918,0
1061,-1.664322263,0.574844369,0
1062,-1.983001412,0.537769715,0
1063,-2.053688945,0.342300824,0
1064,-2.13454293,0.097466402,0
1065,-2.081255644,0.224698005,0
1066,-1.83546713,0.27410512,0
1067,-2.039738905,0.319085895,0
1068,-1.711348169,0.598764616,0
1069,-1.90049867,0.413518975,0
1070,-1.970532407,0.437002486,0
1071,-2.230632323,0.387938383,0
1072,-2.122397284,0.260558895,1
1073,-0.999994903,0.620716822,1
1074,-0.298496274,0.790971138,1
1075,0.142420364,0.769579861,1
1076,0.702839694,0.791447384,1
1077,1.263608406,0.858836265,1
1078,1.376230897,1.015552024,1
1079,1.514552129,0.910991875,1
1080,1.619627376,1.185896248,1
1081,1.714232112,0.994656453,1
1082,1.80726725,1.083090905,1
1083,1.82126965,1.042667437,1
1084,1.893037573,1.120973606,1
1085,2.067741863,1.252745131,1
1086,1.976784735,1.394998653,1
1087,1.664607653,1.062722335,1
1088,1.595023908,1.064040625,1
1089,1.866874774,0.993435409,1
1090,1.905378646,1.07278139,1
1091,2.015222273,1.228927409,1
1092,1.960222925,1.274353716,0
1093,0.766816536,0.738325468,0
1094,0.615642747,0.881698759,0
1095,-0.284154813,0.836313362,0
1096,-0.584772692,0.63627846,0
1097,-0.721768003,0.599547901,0
1098,-1.176203617,0.597114826,0
1099,-1.325555127,0.29428151,0
1100,-1.308754372,0.537738405,0
1101,-1.585038686,0.529517415,0
1102,-1.905569755,0.388771333,0
1103,-1.804265056,0.213391814,0
1104,-1.589554943,0.320995789,0
1105,-1.847473309,0.383417553,0
1106,-1.622045436,0.497111761,0
1107,-1.906637944,0.293207162,0
1108,-1.767532152,0.547451265,0
1109,-2.11285478,0.511247193,0
1110,-2.110093421,0.420650438,0
1111,-2.207197343,0.230478568,0
1112,-2.057615171,0.234688835,0
1113,-1.912557995,0.315502674,0
1114,-2.08035921,0.371422994,0
1115,-2.048827769,0.27750454,0
1116,-1.894902828,0.396857797,0
1117,-1.96700655,0.38412085,0
1118,-1.999174454,0.450730125,0
1119,-2.142153332,0.273863703,0
1120,-2.15547629,0.108285021,0
1121,-1.970616988,0.437270393,0
1122,-1.913556382,0.446944796,0
1123,-1.785169007,0.511176408,0
1124,-2.082720771,0.361820545,0
1125,-2.213358644,0.25338476,0
1126,-2.29173703,0.306776238,0
1127,-2.028698823,0.233122381,0
1128,-1.778492277,0.536649048,0
1129,-2.250605724,0.260518563,0
1130,-2.114808222,0.394325402,0
1131,-2.072626167,0.536318922,0
1132,-2.355258265,0.247322042,0
1133,-2.225176926,0.120817426,0
1134,-2.002933213,0.323362061,0
1135,-1.765799988,0.540634103,0
1136,-2.035060234,0.343298995,0
1137,-2.067789108,0.363832337,0
1138,-2.136333531,0.464756175,0
1139,-2.313010654,0.144802824,0
1140,-1.960022423,0.422174155,0
1141,-2.099948961,0.415483335,0
1142,-2.05990041,0.307332622,0
1143,-2.112095703,0.342778379,0
1144,-1.982515367,0.344173156,0
1145,-2.147258554,0.423958827,0
1146,-2.264776662,0.286168813,0
1147,-2.004580447,0.321409229,0
1148,-2.212408572,0.296540123,0
1149,-2.0069055,0.39280585,0
1150,-2.009179757,0.393566966,0
1151,-2.010193516,0.332038342,0
1152,-2.161363104,0.303679033,0
1153,-1.877029741,0.408530648,0
1154,-2.222619754,0.307889066,0
1155,-2.052382762,0.498515747,0
1156,-2.137702287,0.240988683,0
1157,-2.120662944,0.30470538,0
1158,-2.244004858,0.349856863,0
1159,-1.992356421,0.580491501,0
1160,-2.235282768,0.532881486,0
1161,-2.294870279,0.330222855,0
1162,-2.378460499,0.289925406,0
1163,-2.446322516,0.336635079,0
1164,-2.32074105,0.257168269,0
1165,-2.217659278,0.227472738,0
1166,-2.23305741,0.066426189,0
1167,-1.934736735,0.518380918,0
1168,-1.895208411,0.352463176,0
1169,-2.054556008,0.412017673,0
1170,-2.15013231,0.288943115,0
1171,-2.029327733,0.265902021,0
1172,-2.036816127,0.403742563,0
1173,-2.25133513,0.212369911,0
1174,-1.989534402,0.20887279,0
1175,-1.753931078,0.506276617,0
1176,-1.796670105,0.435627658,0
1177,-1.962517469,0.316391462,0
1178,-1.96433507,0.331067872,0
1179,-2.056685665,0.28714303,0
1180,-1.764436547,0.369601818,0
1181,-2.006512217,0.522390517,0
1182,-2.106917356,0.527585837,0
1183,-2.298618523,0.152392598,0
1184,-2.030700664,0.339272312,0
1185,-2.090800223,0.226133526,0
1186,-1.934470135,0.348590791,0
1187,-1.792531858,0.453694675,0
1188,-2.15163368,0.285854937,0
1189,-2.018006073,0.50714962,0
1190,-2.287704572,0.29115571,0
1191,-2.02110283,0.112732708,0
1192,-1.605946539,0.428803857,0
1193,-2.007702749,0.395514341,0
1194,-1.936069019,0.478147999,0
1195,-2.197660101,0.318901772,0
1196,-2.136231973,0.319313231,0
1197,-2.118022485,0.443756626,0
1198,-2.167991309,0.306567189,0
1199,-2.180752081,0.398837291,0
1200,-2.065242572,0.313564845,0
1201,-2.202172168,0.249091487,0
1202,-2.135467373,0.339424832,0
1203,-2.040918632,0.269299061,0
1204,-1.970218408,0.192612865,0
1205,-1.760939261,0.420529343,0
1206,-1.725181451,0.372314351,0
1207,-2.00128961,0.446409615,0
1208,-1.994994509,0.257121953,0
1209,-1.881822663,0.382493487,0
1210,-1.851742753,0.346580542,0
1211,-1.817948163,0.378489431,0
1212,-1.945880337,0.515755059,0
1213,-2.216734967,0.212428363,0
1214,-2.029146488,0.449487909,0
1215,-2.153479519,0.155533467,0
1216,-2.085594989,0.352689706,0
1217,-1.985923499,0.335596689,0
1218,-1.917847453,0.260052513,0
1219,-1.872181,0.368145481,0
1220,-1.757654152,0.362906327,0
1221,-1.946995227,0.144234398,0
1222,-1.667825638,0.391197076,0
1223,-1.840797739,0.420961353,0
1224,-1.912978173,0.324274042,1
1225,-0.93904183,0.533080319,1
1226,0.181386805,0.797082018,1
1227,0.431797871,0.7736708,1
1228,1.051041982,0.985931928,1
1229,1.232331146,1.01857532,1
1230,1.356310427,0.906894284,1
1231,1.637629077,1.025415868,1
1232,1.689732648,1.094760945,1
1233,1.830762409,1.145726226,1
1234,1.697996721,1.17019741,1
1235,1.841104312,1.129002491,1
1236,1.741662393,1.077282664,1
1237,1.765746928,1.200181584,1
1238,1.87099675,1.050043753,1
1239,2.109103936,1.267501642,1
1240,1.788175343,1.199195412,1
1241,1.640227797,1.001654914,1
1242,1.972825399,1.093346939,1
1243,1.86689709,1.068333832,1
1244,1.778403497,1.162486529,0
1245,1.233787089,1.031715078,0
1246,0.38558203,0.747015721,0
1247,-0.104630292,0.6739308,0
1248,-0.37024863,0.691817029,0
1249,-0.817039066,0.806403436,0
1250,-1.192616002,0.604842854,0
1251,-1.618685506,0.409298365,0
1252,-1.536490095,0.605374059,0
1253,-1.690713133,0.301448302,0
1254,-1.750537472,0.563440635,0
1255,-1.944981325,0.405920634,0
1256,-2.187858484,0.440193482,0
1257,-2.19784001,0.22857127,0
1258,-1.947684838,0.349944077,0
1259,-1.991131606,0.183644834,0
1260,-1.993584084,0.15719494,0
1261,-1.714826628,0.476721812,0
1262,-1.975328597,0.308012053,0
1263,-1.79896876,0.447167542,0
1264,-2.045391252,0.409893836,0
1265,-1.788313528,0.392081585,0
1266,-2.065065922,0.287838314,0
1267,-1.841996701,0.386569181,0
1268,-2.205027551,0.486160157,0
1269,-2.038090462,0.239174006,0
1270,-2.072054457,0.263060904,0
1271,-1.987897438,0.465910332,0
1272,-1.918085296,0.45896956,0
1273,-2.085465723,0.303700794,0
1274,-2.196742191,0.338659412,0
1275,-2.201216823,0.233246919,0
1276,-1.99367405,0.369933266,0
1277,-2.093567404,0.372612116,0
1278,-2.029346801,0.393155948,0
1279,-1.879406906,0.574721259,0
1280,-2.238143847,0.332419068,0
1281,-2.290395622,0.269078914,0
1282,-2.226620759,0.303002019,0
1283,-2.023229448,0.453211239,0
1284,-2.31544261,0.272082221,0
1285,-2.316737682,0.269927207,0
1286,-1.998279899,0.216057358,0
1287,-2.025207402,0.485728902,0
1288,-1.956004751,0.263630694,0
1289,-2.151894538,0.414474385,0
1290,-2.138730428,0.448073608,0
1291,-2.123354915,0.358204325,0
1292,-2.146528699,0.258666702,0
1293,-1.920462524,0.359169995,0
1294,-2.252427607,0.291611011,0
1295,-1.987685305,0.281368232,0
1296,-1.913297885,0.297319575,0
1297,-1.999836427,0.320616852,0
1298,-2.070571993,0.33163579,0
1299,-1.991241375,0.233947493,0
1300,-1.767232821,0.5158343,0
1301,-1.875151108,0.425832052,0
1302,-2.064168982,0.474760362,0
1303,-2.025942822,0.321911894,0
1304,-2.116961758,0.202313218,0
1305,-2.010951609,0.110929333,0
1306,-1.830388231,0.43676623,0
1307,-1.712134923,0.397789182,0
1308,-1.858729416,0.437477285,0
1309,-1.9835108,0.357465592,0
1310,-2.011522193,0.514411483,0
1311,-2.064282265,0.302174444,0
1312,-2.236275142,0.362538892,0
1313,-2.216431252,0.426518477,0
1314,-2.205551277,0.361198277,0
1315,-2.112348828,0.459527925,0
1316,-2.313128557,0.348241559,0
1317,-2.474965993,0.298044218,0
1318,-2.162495872,0.325493452,0
1319,-2.152954783,0.408657944,0
1320,-2.342421649,0.229555246,0
1321,-2.250629562,0.273983548,0
1322,-2.296979956,0.306953461,0
1323,-2.190565616,0.50277522,0
1324,-2.116418926,0.131525132,0
1325,-1.933812003,0.305900859,0
1326,-1.995794981,0.282484249,0
1327,-1.977626937,0.377416413,0
1328,-1.906903263,0.294873728,0
1329,-2.036501733,0.591848274,0
1330,-2.158467601,0.319977131,0
1331,-1.986578501,0.241028412,0
1332,-1.931869402,0.286861197,0
1333,-1.865881643,0.1749017,0
1334,-1.784235938,0.508267958,0
1335,-1.910705928,0.362905204,0
1336,-2.100257835,0.523185466,0
1337,-2.160952636,0.121447967,0
1338,-1.910334102,0.339614838,0
1339,-1.806427207,0.449304393,0
1340,-1.917726555,0.562546064,0
1341,-2.147720619,0.247731688,0
1342,-2.017806374,0.235306394,0
1343,-1.860543999,0.457128946,0
1344,-2.029216326,0.445583646,0
1345,-2.183765485,0.305032507,0
1346,-2.196600997,0.310140635,0
1347,-2.292798582,0.217894715,0
1348,-2.050270389,0.240823348,0
1349,-1.879842678,0.355026585,0
1350,-1.873676365,0.453432842,0
1351,-2.076454315,0.3882079,0
1352,-2.128194797,0.463079184,0
1353,-2.10881536,0.229879194,0
1354,-2.197950547,0.339638164,0
1355,-2.081963052,0.357356649,0
1356,-2.082825749,0.299426397,0
1357,-2.000838611,0.349329795,0
1358,-1.960771926,0.277222044,0
1359,-2.073083353,0.256865277,0
1360,-1.893775215,0.260516115,0
1361,-1.581881785,0.396339631,0
1362,-1.819201969,0.190198071,0
1363,-1.514444112,0.527667613,0
1364,-1.885784569,0.299458903,0
1365,-1.674952655,0.290162122,0
1366,-1.950164065,0.459764779,0
1367,-1.94002849,0.343587078,0
1368,-1.897688292,0.380855452,0
1369,-2.063682486,0.208377431,0
1370,-1.698383172,0.321119513,0
1371,-1.687166228,0.292576308,0
1372,-1.646795585,0.295136985,0
1373,-1.54807766,0.336787801,0
1374,-1.766372417,0.401629481,0
1375,-1.771338741,0.367700776,0
1376,-1.734559122,0.256911043,0
1377,-1.524066128,0.379626064,0
1378,-1.726697839,0.179435746,0
1379,-1.59665837,0.425061476,0
1380,-1.625816057,0.401704859,0
1381,-1.781160829,0.275246019,0
1382,-1.693947636,0.298452311,0
1383,-1.609673535,0.577975411,0
1384,-1.819807141,0.391620653,0
1385,-2.099399802,0.42647536,0
1386,-1.939980756,0.34898681,0
1387,-1.816886682,0.384502325,0
1388,-2.066752507,0.447666702,0
1389,-2.124909181,0.498945707,0
1390,-2.271394966,0.301224666,0
1391,-2.079330258,0.510847107,0
1392,-2.3339581,0.190662129,0
1393,-2.260526642,0.408459789,0
1394,-2.2686368,0.369282022,0
1395,-2.336316337,0.143115196,0
1396,-1.928519363,0.339872018,0
1397,-2.042851637,0.335346025,0
1398,-2.055567154,0.183022806,0
1399,-1.882442019,0.392809823,0
1400,-1.704799644,0.42082961,0
1401,-2.08936558,0.423787171,0
1402,-1.995562549,0.429942204,0
1403,-2.259918847,0.292724777,0
1404,-2.120776553,0.395995402,0
1405,-2.063021885,0.274812775,0
1406,-2.074399579,0.212444055,0
1407,-2.090837501,0.386589354,0
1408,-2.094051214,0.326953804,0
1409,-1.716167292,0.255700124,0
1410,-1.758003735,0.39230017,0
1411,-1.869329165,0.540312998,0
1412,-2.08467627,0.339757979,0
1413,-2.150458896,0.470924163,0
1414,-2.070081637,0.392775323,0
1415,-2.346284154,0.222134981,0
1416,-2.07692174,0.313645813,0
1417,-2.210629379,0.182647142,0
1418,-1.887078215,0.573956092,0
1419,-2.25810536,0.172345306,0
1420,-1.984679051,0.42998228,0
1421,-2.048179227,0.28745004,0
1422,-1.912075613,0.259966092,0
1423,-1.969756678,0.44372129,0
1424,-1.95833035,0.321794659,0
1425,-2.008648146,0.347044873,0
1426,-2.011215652,0.465690397,0
1427,-2.120063812,0.312603493,0
1428,-2.053295735,0.58176634,0
1429,-2.05627202,0.3929283,0
1430,-2.115810065,0.38062324,0
1431,-2.280817646,0.254414199,0
1432,-2.294478274,0.302507208,0
1433,-2.196357897,0.234205845,0
1434,-2.039704643,0.397162471,0
1435,-2.19900626,0.274100222,0
1436,-2.036818346,0.35842596,0
1437,-2.029035965,0.339706884,0
1438,-2.031587253,0.168440657,0
1439,-1.882258061,0.492765926,0
1440,-1.960890091,0.273346272,0
1441,-1.937939827,0.357072139,0
1442,-1.769362866,0.420878928,0
1443,-1.932252281,0.367170747,0
1444,-2.000198415,0.272046918,0
1445,-2.045706383,0.311116597,0
1446,-1.916191256,0.419252102,0
1447,-2.259880617,0.232352346,0
1448,-2.002606352,0.395540766,0
1449,-2.100865634,0.252103517,0
1450,-2.015529236,0.39316344,0
1451,-1.900911432,0.153362571,0
1452,-1.830082967,0.460395728,0
1453,-1.824714067,0.279626232,0
1454,-1.722547712,0.619831009,0
1455,-2.082789531,0.487097983,0
1456,-2.194983135,0.323855556,0
1457,-2.155270465,0.398473514,0
1458,-2.197504306,0.436529899,0
1459,-2.293118879,0.18322877,0
1460,-2.030972479,0.304250274,0
1461,-2.211545434,0.246297983,0
1462,-1.964881245,0.294497296,0
1463,-1.920192294,0.362270889,0
1464,-1.950975815,0.294342733,1
1465,-0.792661095,0.56168322,1
1466,-0.248000495,0.716735583,1
1467,0.348243887,0.833271055,1
1468,0.824619907,0.862469163,1
1469,1.33266224,1.032006105,1
1470,1.273920093,0.877195102,1
1471,1.490677361,1.136813866,1
1472,1.737150078,1.089457326,1
1473,1.805735445,1.094576035,1
1474,1.683143375,1.268394544,1
1475,1.863521055,1.218435451,1
1476,1.72051658,1.19195525,1
1477,1.56290745,0.963162855,1
1478,1.672000176,0.988963719,1
1479,1.871146446,1.046071437,1
1480,1.896454032,1.109199397,1
1481,2.083518146,1.120087469,1
1482,1.984628138,1.16520585,1
1483,1.964031037,0.954441647,1
1484,2.139869814,1.142356406,0
1485,1.137694988,0.967264968,0
1486,0.490542922,0.775976552,0
1487,0.132398015,0.656367616,0
1488,-0.141081018,0.745174493,0
1489,-0.534279148,0.783738542,0
1490,-1.14687222,0.521940559,0
1491,-1.35871963,0.427830577,0
1492,-1.42299234,0.52430017,0
1493,-1.645511986,0.431610388,0
1494,-1.788361446,0.415112501,0
1495,-1.612606786,0.471878201,0
1496,-1.695132852,0.540180538,0
1497,-1.969119352,0.338079687,0
1498,-1.9824594,0.328075499,0
1499,-2.098162473,0.348054654,0
1500,-2.016714598,0.26498115,0
1501,-1.682842039,0.472284594,0
1502,-2.064289189,0.426884416,0
1503,-2.007056354,0.271317657,0
1504,-1.940560898,0.389728473,0
1505,-2.245910487,0.250408432,0
1506,-2.100452456,0.383809369,0
1507,-2.279648126,0.392257438,0
1508,-2.221197864,0.446822582,0
1509,-2.011075217,0.365837356,0
1510,-2.082897597,0.115133745,0
1511,-1.81074171,0.312327394,0
1512,-2.057593135,0.523222775,0
1513,-2.174754443,0.306684423,0
1514,-2.206703734,0.267329123,0
1515,-2.012749934,0.334593454,0
1516,-2.041391851,0.340458719,0
1517,-1.829335923,0.339433686,0
1518,-2.050223459,0.234742891,0
1519,-1.82643205,0.368239105,0
1520,-1.826955722,0.276312827,0
1521,-1.812382661,0.405815241,0
1522,-2.048741134,0.453289795,0
1523,-2.073339819,0.198024581,0
1524,-1.801140418,0.492924175,0
1525,-2.007765956,0.309769268,0
1526,-1.715219782,0.3879942,0
1527,-1.909884762,0.244145589,0
1528,-1.965176681,0.226884886,0
1529,-1.679911409,0.317718958,0
1530,-1.564464674,0.506466596,0
1531,-1.778846155,0.369330319,0
1532,-1.916336965,0.362976424,0
1533,-1.885783939,0.400907149,0
1534,-1.971203833,0.325616663,0
1535,-2.008085621,0.383652103,0
1536,-2.066579586,0.324316729,0
1537,-1.920428346,0.482069404,0
1538,-2.19452964,0.247756469,0
1539,-1.965105419,0.228489358,0
1540,-2.097655952,0.414257961,0
1541,-1.928599692,0.324271646,0
1542,-1.914023784,0.518862094,0
1543,-2.168208927,0.379395918,0
1544,-2.236424403,0.354928909,0
1545,-2.142098572,0.346502369,0
1546,-2.30094434,0.244356565,0
1547,-2.082303494,0.50428465,0
1548,-2.233234496,0.29881518,0
1549,-2.23667229,0.272291513,0
1550,-2.022572833,0.359782867,0
1551,-2.236288789,0.475870713,0
1552,-2.123012132,0.322573645,0
1553,-2.341066652,0.246433032,0
1554,-2.07978729,0.375067306,0
1555,-2.183613812,0.245038222,0
1556,-2.015055863,0.353721841,0
1557,-2.103177522,0.312350429,0
1558,-2.063852906,0.469451351,0
1559,-2.094883477,0.429838375,0
1560,-2.24443169,0.250566848,0
1561,-2.055907464,0.392050077,0
1562,-2.004486931,0.244625848,0
1563,-1.791183531,0.326936039,0
1564,-1.955059501,0.27020286,0
1565,-1.694556222,0.420155412,0
1566,-2.068254686,0.332003842,0
1567,-1.74938848,0.271957392,0
1568,-1.968532768,0.360599134,0
1569,-2.020135347,0.522321216,0
1570,-1.978843543,0.403382992,0
1571,-2.150969689,0.342932133,0
1572,-2.202478856,0.298859976,0
1573,-1.945298723,0.510465637,0
1574,-2.327061324,0.316832125,0
1575,-2.199043965,0.289414781,0
1576,-2.208782209,0.233967118,0
1577,-2.1349335,0.412924531,0
1578,-2.212149814,0.333086692,0
1579,-2.181723528,0.282291008,0
1580,-2.134955962,0.317854913,0
1581,-1.99185069,0.490846542,0
1582,-2.03491326,0.262152564,0
1583,-2.214196696,0.258166128,0
1584,-1.719068025,0.218822961,0
1585,-1.82809342,0.383341329,0
1586,-1.9873329,0.317913086,0
1587,-1.856408774,0.399421123,0
1588,-1.770840115,0.465439182,0
1589,-1.987066563,0.487062727,0
1590,-2.202400012,0.176439609,0
1591,-1.918784915,0.57049664,0
1592,-2.199075663,0.296442497,0
1593,-2.24276381,0.305170512,0
1594,-2.127103314,0.404104859,0
1595,-2.27545089,0.24184606,0
1596,-2.157105796,0.349544243,0
1597,-2.199207787,0.268517994,0
1598,-1.722306346,0.323829119,0
1599,-1.883038435,0.369408325,0
1600,-1.958775574,0.459249991,0
1601,-2.183032157,0.319125495,0
1602,-1.914056812,0.324268246,0
1603,-2.12353494,0.30684244,0
1604,-1.950903326,0.379397614,0
1605,-1.898795342,0.365051844,0
1606,-2.275019729,0.215144967,0
1607,-1.951015619,0.278857505,0
1608,-1.811360069,0.417944329,0
1609,-1.781849181,0.245870473,0
1610,-1.800813474,0.401327593,0
1611,-1.750810791,0.316043325,0
1612,-1.586344913,0.321148505,0
1613,-1.837807673,0.333223883,0
1614,-1.717610817,0.408039439,0
