,time,X-axis,Y-axis,X-velocity,Y-velocity,angle,angular_velocity,wind_speed,main_engine_power,left_right_engine_power
0,2015-04-30 00:00:00,0.0017806053,1.412862,0.18034218,0.08630152,-0.0020565072,-0.04085022,9.076854,-1.0,-1.0
1,2015-04-30 00:00:01,0.0035401345,1.4142365,0.17565183,0.06109434,-0.0017522736,0.0060859676,9.06182,-1.0,-1.0
2,2015-04-30 00:00:02,0.0053108213,1.41501,0.17522916,0.034379877,6.341954e-05,0.036317226,9.044425,-1.0,-1.0
3,2015-04-30 00:00:03,0.0070670126,1.415184,0.17161325,0.007727688,0.0040260376,0.079260044,9.024552,-1.0,-1.0
4,2015-04-30 00:00:04,0.008815956,1.4147578,0.16890676,-0.018967625,0.009946909,0.118428394,9.002071,-1.0,-1.0
5,2015-04-30 00:00:05,0.01055708,1.4137343,0.16614415,-0.045566335,0.017831054,0.15769735,8.976832,-1.0,-0.80618477
6,2015-04-30 00:00:06,0.012303257,1.4121175,0.16500176,-0.071990855,0.02734536,0.19030382,8.948669,-0.9728091,-0.554437
7,2015-04-30 00:00:07,0.014085675,1.4098984,0.16776747,-0.098853245,0.037703298,0.20717771,8.917397,-0.654458,-0.35005683
8,2015-04-30 00:00:08,0.015938949,1.4070805,0.17490631,-0.12552927,0.048020203,0.20635681,8.882809,-0.33070466,-0.21109815
9,2015-04-30 00:00:09,0.017862892,1.4036641,0.18201488,-0.15220563,0.058295865,0.20553227,8.844677,-0.022831902,-0.081983164
10,2015-04-30 00:00:10,0.01985712,1.3996489,0.18909001,-0.17888208,0.0685298,0.20469746,8.802751,0.08855588,-0.039478987
11,2015-04-30 00:00:11,0.021816159,1.3957825,0.18596894,-0.1723216,0.078387626,0.19717467,8.756753,0.07959602,-0.017869577
12,2015-04-30 00:00:12,0.0238204,1.3919375,0.19048245,-0.17143644,0.08824131,0.19709128,8.706382,0.07707351,0.0011127517
13,2015-04-30 00:00:13,0.025906563,1.3880788,0.19851282,-0.1721216,0.09827573,0.20070681,8.651305,0.06654337,0.013792172
14,2015-04-30 00:00:14,0.027960967,1.3840314,0.19574162,-0.18054649,0.10792379,0.19297849,8.591161,0.1012807,0.04230514
15,2015-04-30 00:00:15,0.03004446,1.3801763,0.1986138,-0.17206652,0.11761449,0.19383134,8.5255575,0.062300943,0.05969152
16,2015-04-30 00:00:16,0.03204136,1.3765144,0.19043046,-0.16350672,0.12683447,0.18441616,8.454065,0.04568831,0.093524724
17,2015-04-30 00:00:17,0.03404398,1.3727468,0.19114839,-0.16823818,0.13592304,0.18178777,8.376225,0.05738815,0.11891171
18,2015-04-30 00:00:18,0.0360075,1.3691247,0.18745553,-0.16181846,0.14479473,0.1774498,8.291537,0.038030155,0.15123194
19,2015-04-30 00:00:19,0.038028814,1.3654764,0.193077,-0.1630492,0.15384652,0.18105248,8.199468,0.024300441,0.17241147
20,2015-04-30 00:00:20,0.04006977,1.3616691,0.19508253,-0.17016461,0.1628572,0.18022981,8.099442,0.04017572,0.20130801
21,2015-04-30 00:00:21,0.0421154,1.3577201,0.19565806,-0.17650554,0.17178477,0.17856726,7.9908485,0.055281624,0.23448771
22,2015-04-30 00:00:22,0.044091605,1.3539149,0.18897599,-0.17014797,0.1804575,0.17347044,7.8730407,0.03775718,0.27796787
23,2015-04-30 00:00:23,0.04614248,1.3501234,0.19610205,-0.1696224,0.18948795,0.1806254,7.745334,0.012713276,0.30539936
24,2015-04-30 00:00:24,0.048241615,1.3463894,0.20065936,-0.16716382,0.19880189,0.18629548,7.607012,-0.014694445,0.33890614
25,2015-04-30 00:00:25,0.05040293,1.3420353,0.20693795,-0.19477779,0.20807497,0.18546154,7.457327,0.07815053,0.37295237
26,2015-04-30 00:00:26,0.052525043,1.3376231,0.20315376,-0.19740137,0.21721101,0.18272066,7.2955103,0.08545796,0.42557758
27,2015-04-30 00:00:27,0.0545908,1.3329055,0.19788666,-0.21097304,0.22599211,0.17562252,7.1207747,0.13529149,0.47907418
28,2015-04-30 00:00:28,0.056720544,1.3279403,0.20406969,-0.22206582,0.23501785,0.180515,6.9323254,0.15387446,0.51946086
29,2015-04-30 00:00:29,0.058827113,1.3232075,0.20281322,-0.21161847,0.24298182,0.15927978,6.7293725,0.16705647,0.5011282
30,2015-04-30 00:00:30,0.06085453,1.3182565,0.19614711,-0.22114883,0.2496848,0.13405952,6.511142,0.25587806,0.51097345
31,2015-04-30 00:00:31,0.06273546,1.3133812,0.18282387,-0.21758713,0.25506034,0.107511066,6.276895,0.31774202,0.53670335
32,2015-04-30 00:00:32,0.06452064,1.3086102,0.17448449,-0.21276127,0.2591803,0.08239985,6.025944,0.37600157,0.5408783
33,2015-04-30 00:00:33,0.0662693,1.3038088,0.17198873,-0.21390265,0.26212093,0.05881229,5.757677,0.43669865,0.512027
34,2015-04-30 00:00:34,0.06783114,1.2994288,0.15456425,-0.19495647,0.26377866,0.033154514,5.471578,0.46781096,0.54270166
35,2015-04-30 00:00:35,0.0695117,1.2949077,0.16727634,-0.20108059,0.26458168,0.016060647,5.167255,0.5407057,0.45807862
36,2015-04-30 00:00:36,0.0712141,1.2904744,0.1690134,-0.19726047,0.2658377,0.025120262,4.844465,0.5942455,0.5381854
37,2015-04-30 00:00:37,0.07286415,1.2859255,0.16496286,-0.20218019,0.26587453,0.0007368104,4.503143,0.6693481,0.4893229
38,2015-04-30 00:00:38,0.07438584,1.2818272,0.15202852,-0.18217148,0.26602015,0.0029121307,4.1434274,0.7320366,0.61022913
39,2015-04-30 00:00:39,0.075819016,1.2777631,0.14452673,-0.1804116,0.26478615,-0.024679672,3.7656834,0.8006076,0.53759086
40,2015-04-30 00:00:40,0.07729168,1.2741929,0.14911315,-0.15833907,0.26289207,-0.03788105,3.370527,0.8535636,0.4727103
41,2015-04-30 00:00:41,0.07854061,1.2713022,0.12684284,-0.12812804,0.26090303,-0.03978107,2.9588377,0.91511023,0.6145204
42,2015-04-30 00:00:42,0.079760835,1.2683917,0.12518851,-0.12879813,0.2576732,-0.064596765,2.5317705,0.98084193,0.48766267
43,2015-04-30 00:00:43,0.08086672,1.2656177,0.11377704,-0.12272947,0.25442496,-0.064965315,2.0907557,1.0,0.5436103
44,2015-04-30 00:00:44,0.08185358,1.263325,0.102916755,-0.10117373,0.25009942,-0.086510286,1.6374916,1.0,0.43716422
45,2015-04-30 00:00:45,0.082595155,1.2611775,0.078970976,-0.09463022,0.24519564,-0.09807536,1.1739273,1.0,0.456447
46,2015-04-30 00:00:46,0.08329401,1.2592816,0.07429988,-0.083532006,0.24070911,-0.08973039,0.7022341,1.0,0.49501455
47,2015-04-30 00:00:47,0.08365087,1.2580619,0.04070149,-0.053402912,0.23561525,-0.101877294,0.22476868,0.8878837,0.53867376
48,2015-04-30 00:00:48,0.08390932,1.2574732,0.031776205,-0.025222147,0.22959282,-0.12044875,-0.25597322,0.43359712,0.36236602
49,2015-04-30 00:00:49,0.084154606,1.2567804,0.030161515,-0.029924529,0.22389023,-0.1140521,-0.7374095,0.5151486,0.3772962
50,2015-04-30 00:00:50,0.084233664,1.2559035,0.013953788,-0.038069546,0.21777314,-0.12234141,-1.2169287,0.624767,0.39511427
51,2015-04-30 00:00:51,0.08413248,1.2550715,-0.0037620259,-0.03604909,0.21134178,-0.12862705,-1.6919494,0.54961014,0.42075446
52,2015-04-30 00:00:52,0.083894156,1.254058,-0.017193303,-0.044107545,0.20465176,-0.13380055,-2.1599772,0.6395127,0.46202785
53,2015-04-30 00:00:53,0.083444975,1.2532411,-0.037937466,-0.03536439,0.19761464,-0.14074245,-2.6186602,0.41455463,0.54134774
54,2015-04-30 00:00:54,0.082955934,1.2526304,-0.040947802,-0.026102634,0.1896176,-0.15994076,-3.0658355,0.23927802,0.49053085
55,2015-04-30 00:00:55,0.08229303,1.2520752,-0.05806462,-0.023643976,0.18135819,-0.1651887,-3.4995687,0.111886345,0.6010969
56,2015-04-30 00:00:56,0.08149004,1.2514768,-0.07075309,-0.025454009,0.17178544,-0.19145508,-3.9181845,0.10432448,0.5437794
57,2015-04-30 00:00:57,0.08052959,1.2509217,-0.085255995,-0.02346259,0.16098838,-0.21594138,-4.320285,0.039855145,0.49280828
58,2015-04-30 00:00:58,0.079494,1.2503312,-0.0928898,-0.025137115,0.15032502,-0.21326688,-4.7047596,0.02200862,0.5498251
59,2015-04-30 00:00:59,0.0784771,1.2497165,-0.09003683,-0.026182404,0.13869849,-0.23253068,-5.070784,0.019125633,0.43609583
60,2015-04-30 00:01:00,0.07727079,1.2491755,-0.108593605,-0.022965575,0.12672085,-0.23955278,-5.41781,-0.10889987,0.48547816
61,2015-04-30 00:01:01,0.07601843,1.2480369,-0.11322969,-0.04964448,0.11477473,-0.2389224,-5.74555,0.28113714,0.47948444
