,time,X-axis,Y-axis,X-velocity,Y-velocity,angle,angular_velocity,wind_speed,main_engine_power,left_right_engine_power
0,2016-09-27 00:00:00,-0.000152874,1.408258,-0.015509374,-0.11831958,0.00018403375,0.0035131134,3.4905698,-0.78926456,-0.15201128
1,2016-09-27 00:00:01,-0.00027866365,1.4050184,-0.012745282,-0.1439818,0.000344068,0.0032018782,3.3989768,-0.8359003,-0.07538999
2,2016-09-27 00:00:02,-0.0003780365,1.4011788,-0.010079306,-0.17065185,0.0004906814,0.00293263,3.3041732,-0.8819948,-0.045179345
3,2016-09-27 00:00:03,-0.00045166016,1.3967391,-0.0074921832,-0.19732311,0.0006241292,0.0026690508,3.206318,-0.9292021,-0.02621188
4,2016-09-27 00:00:04,-0.0005002975,1.3916993,-0.004986287,-0.2239917,0.0007445968,0.0024093813,3.1055784,-0.9741576,-0.013234831
5,2016-09-27 00:00:05,-0.00052480696,1.3860595,-0.0025638016,-0.25065997,0.0008523306,0.0021548034,3.0021327,-1.0,-0.0039489493
6,2016-09-27 00:00:06,-0.00052614213,1.3798196,-0.00022675838,-0.27732816,0.0009476078,0.0019056369,2.8961668,-1.0,-0.043277226
7,2016-09-27 00:00:07,-0.0005051613,1.3729796,0.0020229653,-0.3039965,0.0010307125,0.0016622028,2.7878773,-1.0,-0.11073492
8,2016-09-27 00:00:08,-0.00046253204,1.3655397,0.0041836463,-0.3306648,0.0011019551,0.0014250274,2.6774685,-0.95667887,-0.21119577
9,2016-09-27 00:00:09,-0.0003993988,1.3574996,0.006253743,-0.3573332,0.0011616711,0.0011944931,2.5651548,-0.88511306,-0.32444772
10,2016-09-27 00:00:10,-0.0003165245,1.3488595,0.008231898,-0.3840016,0.001210215,0.0009711011,2.4511573,-0.85454583,-0.3878707
11,2016-09-27 00:00:11,-0.00021495819,1.3396195,0.010116939,-0.41067007,0.001247971,0.0007552948,2.3357062,-0.8400072,-0.46734002
12,2016-09-27 00:00:12,-9.565354e-05,1.3297794,0.011907879,-0.43733853,0.0012753353,0.0005474355,2.219038,-0.8131434,-0.57497543
13,2016-09-27 00:00:13,-1.5449525e-05,1.3193414,0.0065678144,-0.46391475,0.002702854,0.028553162,2.1013963,-0.85467374,-0.3881854
14,2016-09-27 00:00:14,8.058548e-05,1.3083035,0.008163986,-0.49058354,0.004120017,0.028345898,1.98303,-0.7799593,-0.44314304
