,time,X-axis,Y-axis,X-velocity,Y-velocity,angle,angular_velocity,wind_speed,main_engine_power,left_right_engine_power
0,2013-05-18 00:00:00,0.0038853646,1.4146893,0.39353144,0.167523,-0.004495396,-0.08914079,3.9133937,-1.0,-0.56470644
1,2013-05-18 00:00:01,0.0077570914,1.4178859,0.39046067,0.14205772,-0.007755645,-0.06521015,4.0223284,-1.0,-0.41107827
2,2013-05-18 00:00:02,0.011662006,1.4204831,0.39379898,0.11541368,-0.011030728,-0.065507516,4.1238904,-1.0,-0.32521254
3,2013-05-18 00:00:03,0.015600967,1.4224806,0.3972129,0.08874174,-0.0143224755,-0.065841004,4.218232,-1.0,-0.25595587
4,2013-05-18 00:00:04,0.019574452,1.423878,0.40069738,0.062072538,-0.017631669,-0.06618991,4.305509,-1.0,-0.20351656
5,2013-05-18 00:00:05,0.023583317,1.4246755,0.4042468,0.03540345,-0.020958897,-0.066550925,4.3858767,-1.0,-0.14878552
6,2013-05-18 00:00:06,0.02762804,1.4248731,0.40785575,0.008734275,-0.024304798,-0.06692396,4.4594893,-1.0,-0.09375645
7,2013-05-18 00:00:07,0.03170929,1.4244709,0.4115188,-0.017934985,-0.027669923,-0.06730857,4.5264993,-1.0,-0.046012685
8,2013-05-18 00:00:08,0.035827447,1.4234688,0.41523084,-0.044604335,-0.031054834,-0.067704335,4.5870547,-1.0,-0.0012367815
9,2013-05-18 00:00:09,0.039982893,1.4218669,0.4189867,-0.07127373,-0.03446006,-0.068110816,4.6413016,-0.9740827,0.039265707
10,2013-05-18 00:00:10,0.0441761,1.4196651,0.42278147,-0.097943194,-0.037886146,-0.0685276,4.6893797,-0.937832,0.051984444
11,2013-05-18 00:00:11,0.048407365,1.4168632,0.4266103,-0.124612726,-0.041333534,-0.06895419,4.7314234,-0.87656736,0.020126536
12,2013-05-18 00:00:12,0.052677058,1.4134617,0.43046838,-0.15128233,-0.044802736,-0.06939018,4.767563,-0.80917835,-0.037989005
13,2013-05-18 00:00:13,0.05698538,1.4094603,0.43435103,-0.177952,-0.04829418,-0.06983503,4.7979207,-0.73644376,-0.132838
14,2013-05-18 00:00:14,0.061332416,1.404859,0.4382537,-0.20462182,-0.051808286,-0.07028829,4.8226147,-0.6603539,-0.23156475
15,2013-05-18 00:00:15,0.06571846,1.3996577,0.44217187,-0.23129173,-0.055345442,-0.070749626,4.8417563,-0.56683856,-0.37083775
16,2013-05-18 00:00:16,0.070143506,1.3938568,0.4461012,-0.25796172,-0.058906037,-0.07121833,4.855451,-0.47856563,-0.5278676
17,2013-05-18 00:00:17,0.07455931,1.3874559,0.44397354,-0.28457454,-0.061276052,-0.04740438,4.863799,-0.4204106,-0.56710494
18,2013-05-18 00:00:18,0.07896938,1.380453,0.44229364,-0.31129292,-0.06254926,-0.02546661,4.8668947,-0.36956742,-0.60930943
19,2013-05-18 00:00:19,0.08336325,1.3728548,0.4392922,-0.3376975,-0.062454868,0.0018881072,4.8648276,-0.31760767,-0.6415931
20,2013-05-18 00:00:20,0.08775739,1.3646665,0.4383584,-0.36388272,-0.06140407,0.021017717,4.8576827,-0.23382352,-0.6848644
21,2013-05-18 00:00:21,0.09214687,1.3558903,0.43678275,-0.38996258,-0.059268516,0.04271477,4.84554,-0.11500516,-0.63397366
22,2013-05-18 00:00:22,0.09651985,1.3465184,0.43377623,-0.41639033,-0.0557742,0.06989269,4.8284774,-0.15530038,-0.53935665
23,2013-05-18 00:00:23,0.100880526,1.336551,0.43127316,-0.44282806,-0.051027242,0.094947465,4.806568,-0.23208617,-0.36895835
24,2013-05-18 00:00:24,0.10527935,1.3259838,0.43511724,-0.4694985,-0.0463072,0.094408944,4.779884,-0.20751256,-0.45459914
25,2013-05-18 00:00:25,0.10971556,1.3147954,0.43886894,-0.4971216,-0.041613434,0.09387563,4.748494,-0.1421463,-0.5371124
26,2013-05-18 00:00:26,0.11413813,1.3030167,0.4362157,-0.52333534,-0.035646293,0.11934296,4.7124677,-0.13451415,-0.42653048
27,2013-05-18 00:00:27,0.11859818,1.2906388,0.43998718,-0.5500051,-0.029704873,0.11882845,4.671872,-0.04103323,-0.56113875
28,2013-05-18 00:00:28,0.12304344,1.2776592,0.4372074,-0.57674634,-0.02248563,0.14438513,4.6267767,-0.10112327,-0.42368287
29,2013-05-18 00:00:29,0.12752533,1.2640802,0.44090256,-0.60341746,-0.015291601,0.14388078,4.577251,0.01558198,-0.44504637
30,2013-05-18 00:00:30,0.13204746,1.2504667,0.44496137,-0.6049843,-0.008130404,0.14322403,4.523366,0.048163533,-0.44063735
31,2013-05-18 00:00:31,0.13669376,1.2368941,0.45700222,-0.6032058,-0.000600883,0.15059048,4.465196,0.046392515,-0.39882153
32,2013-05-18 00:00:32,0.14139041,1.2233311,0.46199018,-0.6028175,0.0069730706,0.1514791,4.402819,0.06639822,-0.3866647
33,2013-05-18 00:00:33,0.14608088,1.2098588,0.4615745,-0.59882325,0.014348971,0.14751795,4.3363166,0.08861108,-0.38278133
34,2013-05-18 00:00:34,0.15084466,1.1962705,0.46871957,-0.6040115,0.021903655,0.15109378,4.265775,0.13457246,-0.36371028
35,2013-05-18 00:00:35,0.15561095,1.1825954,0.46911597,-0.607913,0.02932683,0.14846373,4.191288,0.18663755,-0.3610435
36,2013-05-18 00:00:36,0.16040611,1.1688635,0.47198772,-0.6104746,0.036757316,0.1486098,4.112953,0.24524406,-0.35034698
37,2013-05-18 00:00:37,0.16532107,1.1550735,0.48352084,-0.613105,0.044631734,0.15748832,4.030877,0.29142776,-0.31796885
38,2013-05-18 00:00:38,0.17024298,1.1413835,0.48426208,-0.60870486,0.052467182,0.1567093,3.9451735,0.32179818,-0.30600435
