,time,X-axis,Y-axis,X-velocity,Y-velocity,angle,angular_velocity,wind_speed,main_engine_power,left_right_engine_power
0,2017-01-14 00:00:00,0.00047855376,1.413702,0.048455745,0.123641446,-0.00054771453,-0.01097594,-7.91238,-1.0,0.55882394
1,2017-01-14 00:00:01,0.00093011855,1.4159062,0.046633996,0.09796933,-0.0020026204,-0.02910002,-8.011608,-1.0,0.5072329
2,2017-01-14 00:00:02,0.0013487816,1.4175102,0.0441271,0.07127876,-0.004231928,-0.044590477,-8.104854,-1.0,0.45685935
3,2017-01-14 00:00:03,0.0017018318,1.4185139,0.037522413,0.0446071,-0.006427105,-0.04390764,-8.19238,-1.0,0.46193367
4,2017-01-14 00:00:04,0.0019885064,1.4189178,0.030851146,0.017938433,-0.008587599,-0.04321392,-8.274446,-0.84154546,0.46440017
5,2017-01-14 00:00:05,0.0022081374,1.4187217,0.02411766,-0.008730131,-0.01071237,-0.04249962,-8.35131,-0.48624706,0.4669541
6,2017-01-14 00:00:06,0.0023602485,1.4179254,0.017325912,-0.035398718,-0.012800599,-0.041768406,-8.423222,-0.13035494,0.45508575
7,2017-01-14 00:00:07,0.0024442673,1.4165294,0.010479699,-0.06206732,-0.014851432,-0.041020557,-8.490426,0.24306932,0.44442886
8,2017-01-14 00:00:08,0.002365303,1.4149101,-0.0053852964,-0.07200349,-0.0173308,-0.049592,-8.55316,0.34177834,0.44746295
9,2017-01-14 00:00:09,0.0021496774,1.4131792,-0.018743675,-0.076961234,-0.020118836,-0.055765867,-8.611651,0.3640103,0.4551463
10,2017-01-14 00:00:10,0.0019141197,1.4113519,-0.020982977,-0.08124445,-0.02266407,-0.0509093,-8.666119,0.39403632,0.46960658
11,2017-01-14 00:00:11,0.0016152381,1.4093459,-0.02735051,-0.08919227,-0.025167683,-0.050076913,-8.71677,0.45186472,0.4763776
12,2017-01-14 00:00:12,0.0012512207,1.40715,-0.03389392,-0.09763609,-0.027637914,-0.049409516,-8.7638035,0.5134559,0.48079038
13,2017-01-14 00:00:13,0.00080289843,1.4055332,-0.042211846,-0.0719142,-0.030233731,-0.05192125,-8.807406,0.2742453,0.53900135
14,2017-01-14 00:00:14,0.00034027098,1.4042587,-0.042591527,-0.056723244,-0.033865955,-0.07265128,-8.847755,0.09813743,0.45337218
15,2017-01-14 00:00:15,-7.49588e-05,1.403193,-0.038376983,-0.047435485,-0.036982615,-0.062338643,-8.8850155,-0.034573235,0.48248458
16,2017-01-14 00:00:16,-0.0005616188,1.4015274,-0.045568146,-0.07410763,-0.04005538,-0.061460663,-8.919341,0.29910752,0.46289402
17,2017-01-14 00:00:17,-0.0012029648,1.3996891,-0.060630888,-0.08180266,-0.043524638,-0.069391385,-8.950875,0.3466274,0.45937014
18,2017-01-14 00:00:18,-0.0019368172,1.3979914,-0.069734186,-0.07557202,-0.04714448,-0.07240327,-8.979753,0.2795876,0.47663063
19,2017-01-14 00:00:19,-0.0026888847,1.39656,-0.07172769,-0.06373405,-0.050593056,-0.06897727,-9.006093,0.15693262,0.50387275
20,2017-01-14 00:00:20,-0.003559208,1.3948393,-0.082381934,-0.07663437,-0.05519839,-0.09211479,-9.030011,0.29082212,0.39788318
21,2017-01-14 00:00:21,-0.004537678,1.3929211,-0.09301339,-0.085445024,-0.059989918,-0.09583896,-9.051606,0.35644802,0.384913
22,2017-01-14 00:00:22,-0.0055851936,1.3908869,-0.09989635,-0.09061434,-0.06480623,-0.09633494,-9.070971,0.39499035,0.37674034
23,2017-01-14 00:00:23,-0.0067038536,1.3887045,-0.106969714,-0.09720846,-0.06965586,-0.09700134,-9.088186,0.44004375,0.3604012
24,2017-01-14 00:00:24,-0.007897759,1.3867071,-0.11436503,-0.08901691,-0.07463512,-0.09959414,-9.103325,0.3680174,0.37405056
25,2017-01-14 00:00:25,-0.009145546,1.3849008,-0.119706616,-0.08054743,-0.07965764,-0.1004502,-9.116448,0.29006824,0.3809322
26,2017-01-14 00:00:26,-0.010317326,1.3833266,-0.11265093,-0.07020765,-0.08414645,-0.08977616,-9.12761,0.21023583,0.39547694
27,2017-01-14 00:00:27,-0.011496067,1.3815893,-0.11358155,-0.077460244,-0.08839211,-0.08491332,-9.136852,0.27399373,0.38620132
28,2017-01-14 00:00:28,-0.012638951,1.3797014,-0.11044599,-0.084141485,-0.092207514,-0.07630799,-9.14421,0.33730754,0.38057244
29,2017-01-14 00:00:29,-0.013812637,1.3777728,-0.11360852,-0.085952185,-0.095935136,-0.07455246,-9.149707,0.35115013,0.37858626
30,2017-01-14 00:00:30,-0.015098954,1.3758115,-0.12457273,-0.08743625,-0.09996083,-0.080513716,-9.153358,0.35367367,0.3722468
31,2017-01-14 00:00:31,-0.016506482,1.3742803,-0.13620362,-0.06835797,-0.104473345,-0.09025044,-9.15517,0.16594079,0.38431978
32,2017-01-14 00:00:32,-0.017991256,1.3729079,-0.14372095,-0.061331075,-0.10919756,-0.09448397,-9.155138,0.056012936,0.37979987
33,2017-01-14 00:00:33,-0.01944084,1.3713999,-0.14059901,-0.06735563,-0.11352822,-0.08661339,-9.153247,0.1470471,0.37031385
34,2017-01-14 00:00:34,-0.02081585,1.3699126,-0.1336594,-0.06639413,-0.11734575,-0.07635059,-9.149472,0.14065048,0.36858094
35,2017-01-14 00:00:35,-0.022218894,1.3686095,-0.13644288,-0.0582261,-0.121188454,-0.07685398,-9.143781,0.020362996,0.36780655
36,2017-01-14 00:00:36,-0.02360487,1.3671565,-0.13502732,-0.06486757,-0.124733835,-0.070907645,-9.136125,0.11769677,0.3593491
37,2017-01-14 00:00:37,-0.024948692,1.3657155,-0.13116685,-0.06431941,-0.12793502,-0.06402384,-9.126449,0.114385836,0.35724884
38,2017-01-14 00:00:38,-0.026283741,1.364529,-0.13038123,-0.05300208,-0.1310471,-0.062241346,-9.114681,-0.046355017,0.36047998
39,2017-01-14 00:00:39,-0.027691841,1.3627425,-0.13772853,-0.079669006,-0.13410948,-0.06124755,-9.100742,0.2970347,0.3373971
40,2017-01-14 00:00:40,-0.029024888,1.3607459,-0.13080743,-0.088966995,-0.13660564,-0.04992307,-9.084536,0.38823915,0.32906628
41,2017-01-14 00:00:41,-0.030465603,1.358951,-0.14111131,-0.080045015,-0.13954858,-0.05885891,-9.065951,0.30292633,0.32943785
42,2017-01-14 00:00:42,-0.03198252,1.3574437,-0.1483917,-0.067312434,-0.14284006,-0.06582919,-9.044865,0.14684296,0.32772344
43,2017-01-14 00:00:43,-0.0335762,1.3558464,-0.1558685,-0.07132903,-0.14632632,-0.06972554,-9.021135,0.19976988,0.31437477
44,2017-01-14 00:00:44,-0.035201073,1.354058,-0.15905283,-0.07982132,-0.1497607,-0.068687454,-8.994605,0.29350206,0.29704815
45,2017-01-14 00:00:45,-0.036874197,1.3525327,-0.16363123,-0.06816617,-0.15343478,-0.07348175,-8.965096,0.14908871,0.29020473
46,2017-01-14 00:00:46,-0.038567923,1.3507378,-0.16581592,-0.08014135,-0.15698257,-0.070955895,-8.932413,0.2980396,0.26721942
47,2017-01-14 00:00:47,-0.040364362,1.3488219,-0.17577294,-0.08557031,-0.16085668,-0.077482276,-8.8963375,0.3349058,0.2366085
48,2017-01-14 00:00:48,-0.04228325,1.3469025,-0.18754138,-0.08578212,-0.16521232,-0.087112896,-8.856629,0.32851303,0.21122319
49,2017-01-14 00:00:49,-0.04425011,1.3453261,-0.1920001,-0.07059304,-0.16989395,-0.09363305,-8.813023,0.16453308,0.21231565
50,2017-01-14 00:00:50,-0.046183683,1.3439782,-0.18877348,-0.06044271,-0.17448828,-0.09188656,-8.765226,0.027216367,0.20061764
51,2017-01-14 00:00:51,-0.04819231,1.3427416,-0.19593075,-0.055539522,-0.17944019,-0.09903813,-8.712921,-0.045841374,0.17934397
52,2017-01-14 00:00:52,-0.05027046,1.3409055,-0.20291913,-0.08220751,-0.18434517,-0.0980999,-8.655759,0.31668517,0.10163239
53,2017-01-14 00:00:53,-0.052217864,1.3394344,-0.19026387,-0.0659446,-0.18884158,-0.08992814,-8.59336,0.10991501,0.09474869
54,2017-01-14 00:00:54,-0.054136373,1.3380111,-0.18749687,-0.06382285,-0.19322519,-0.0876722,-8.52531,0.08602253,0.06310225
55,2017-01-14 00:00:55,-0.05611248,1.3366618,-0.1929493,-0.060582917,-0.19791587,-0.09381337,-8.45116,0.03453309,0.027952917
56,2017-01-14 00:00:56,-0.058158778,1.3351735,-0.19972327,-0.06681414,-0.20285457,-0.09877433,-8.370428,0.11792868,-0.021256357
57,2017-01-14 00:00:57,-0.060207844,1.3338977,-0.19983137,-0.057402622,-0.20796493,-0.10220722,-8.282591,-0.02344174,-0.053934313
58,2017-01-14 00:00:58,-0.062322427,1.3320222,-0.2064414,-0.08407066,-0.21303116,-0.101324715,-8.187089,0.36408567,-0.13067524
