,time,X-axis,Y-axis,X-velocity,Y-velocity,engine_power
0,2020-09-13 00:00:00,0.017984677106142044,1.3958181142807007,1.7984691858291626,-0.9202083349227905,0.0
1,2020-09-13 00:00:01,0.03596935421228409,1.3745133876800537,1.7984691858291626,-0.9468749165534973,0.0
2,2020-09-13 00:00:02,0.053954027593135834,1.3526086807250977,1.7984691858291626,-0.9735415577888489,0.0
3,2020-09-13 00:00:03,0.07193870842456818,1.3301039934158325,1.7984691858291626,-1.0002082586288452,0.0
4,2020-09-13 00:00:04,0.08992338180541992,1.3069994449615479,1.7984691858291626,-1.0268748998641968,0.0
5,2020-09-13 00:00:05,0.10790805518627167,1.283294677734375,1.7984691858291626,-1.0535415410995483,0.0
6,2020-09-13 00:00:06,0.1258927285671234,1.2589900493621826,1.7984691858291626,-1.0802081823349,0.0
7,2020-09-13 00:00:07,0.14387741684913635,1.2340853214263916,1.7984691858291626,-1.1068748235702515,0.0
8,2020-09-13 00:00:08,0.1618620902299881,1.2085806131362915,1.7984691858291626,-1.133541464805603,0.0
9,2020-09-13 00:00:09,0.17984676361083984,1.1824759244918823,1.7984691858291626,-1.1602081060409546,0.0
10,2020-09-13 00:00:10,0.1978314369916916,1.155771255493164,1.7984691858291626,-1.1868747472763062,1.0
11,2020-09-13 00:00:11,0.21562452614307404,1.1284619569778442,1.779306173324585,-1.2137492895126343,1.0
12,2020-09-13 00:00:12,0.23314610123634338,1.1005712747573853,1.752152442932129,-1.239587664604187,1.0
13,2020-09-13 00:00:13,0.25043171644210815,1.0720984935760498,1.7285652160644531,-1.265454649925232,1.0
14,2020-09-13 00:00:14,0.2675056457519531,1.0430114269256592,1.7073965072631836,-1.292763352394104,1.0
15,2020-09-13 00:00:15,0.28435230255126953,1.0132966041564941,1.6846634149551392,-1.320656180381775,1.0
16,2020-09-13 00:00:16,0.3010171949863434,0.9829881191253662,1.666487455368042,-1.3470460176467896,1.0
17,2020-09-13 00:00:17,0.3174634873867035,0.9520717859268188,1.6446342468261719,-1.3740609884262085,1.0
18,2020-09-13 00:00:18,0.3337014317512512,0.9205754995346069,1.6237891912460327,-1.3998364210128784,1.0
19,2020-09-13 00:00:19,0.34965792298316956,0.888469934463501,1.5956543684005737,-1.426914930343628,1.0
20,2020-09-13 00:00:20,0.3653603494167328,0.8557587265968323,1.5702404975891113,-1.4538319110870361,1.0
21,2020-09-13 00:00:21,0.38079768419265747,0.8224572539329529,1.5437290668487549,-1.4800642728805542,1.0
22,2020-09-13 00:00:22,0.3960126042366028,0.7885484099388123,1.5214952230453491,-1.5070627927780151,1.0
23,2020-09-13 00:00:23,0.4110189378261566,0.7540356516838074,1.5006362199783325,-1.5338993072509766,1.0
24,2020-09-13 00:00:24,0.4257492125034332,0.7189441919326782,1.4730288982391357,-1.5596193075180054,1.0
25,2020-09-13 00:00:25,0.4402409493923187,0.683231770992279,1.4491711854934692,-1.5872162580490112,1.0
26,2020-09-13 00:00:26,0.45451831817626953,0.646906316280365,1.4277371168136597,-1.6144604682922363,1.0
27,2020-09-13 00:00:27,0.46850794553756714,0.60996013879776,1.3989614248275757,-1.642051339149475,1.0
