,time,X-axis,Y-axis,X-velocity,Y-velocity,engine_power
0,2020-08-19 00:00:00,-0.004532146267592907,1.4154770374298096,-0.4532169699668884,-0.04647742956876755,0.0
1,2020-08-19 00:00:01,-0.009064292535185814,1.4138312339782715,-0.4532170295715332,-0.0731440931558609,0.0
2,2020-08-19 00:00:02,-0.013596439734101295,1.4115855693817139,-0.4532170295715332,-0.09981075674295425,0.0
3,2020-08-19 00:00:03,-0.018128585070371628,1.4087398052215576,-0.4532170295715332,-0.1264774203300476,0.0
4,2020-08-19 00:00:04,-0.02266073226928711,1.4052941799163818,-0.4532170295715332,-0.15314409136772156,0.0
5,2020-08-19 00:00:05,-0.02719287946820259,1.4012483358383179,-0.4532170295715332,-0.17981074750423431,0.0
6,2020-08-19 00:00:06,-0.03172502666711807,1.3966026306152344,-0.4532170295715332,-0.20647741854190826,0.0
7,2020-08-19 00:00:07,-0.036257170140743256,1.3913569450378418,-0.4532170295715332,-0.23314408957958221,0.0
8,2020-08-19 00:00:08,-0.04078931733965874,1.3855111598968506,-0.4532170295715332,-0.25981077551841736,0.0
9,2020-08-19 00:00:09,-0.04532146453857422,1.3790653944015503,-0.4532170295715332,-0.2864774465560913,0.0
10,2020-08-19 00:00:10,-0.0498536117374897,1.3720197677612305,-0.4532170295715332,-0.31314411759376526,0.0
11,2020-08-19 00:00:11,-0.05438575893640518,1.3643739223480225,-0.4532170295715332,-0.3398107886314392,0.0
12,2020-08-19 00:00:12,-0.058917902410030365,1.356128215789795,-0.4532170295715332,-0.36647745966911316,0.0
13,2020-08-19 00:00:13,-0.06345005333423615,1.3472824096679688,-0.4532170295715332,-0.3931441307067871,0.0
14,2020-08-19 00:00:14,-0.06798219680786133,1.3378366231918335,-0.4532170295715332,-0.41981080174446106,0.0
15,2020-08-19 00:00:15,-0.07251434028148651,1.3277908563613892,-0.4532170295715332,-0.446477472782135,0.0
16,2020-08-19 00:00:16,-0.07704649120569229,1.3171451091766357,-0.4532170295715332,-0.47314414381980896,0.0
